STDATUM;AIRLINE;TRIP;AD;AIRLINE_VK;TRIP_VK;STDATUM_VK;AD_VK;SCHENGEN;ABFERTIGUNGSART;TYP;POS;ROU;STTIME;SIKA
20160706;4U;5712;D;4U;2821;20160706;A;NSCHENGEN;J;319;41;PRN;955;144
20160706;4U;2823;A;4U;2536;20160707;D;SCHENGEN;J;319;43;MXP;2120;144
20160707;4U;2536;D;4U;2823;20160706;A;SCHENGEN;J;319;43;AGP;550;144
20160706;4U;2875;A;4U;2004;20160706;D;SCHENGEN;J;319;53;BRI;1400;144
20160706;4U;2004;D;4U;2875;20160706;A;SCHENGEN;J;319;53;TXL;1520;144
20160706;4U;2885;A;4U;2682;20160706;D;SCHENGEN;J;320;45;FCO;1530;180
20160706;4U;2682;D;4U;2885;20160706;A;SCHENGEN;J;320;45;SKG;1615;180
20160706;4U;2977;A;4U;2754;20160706;D;NSCHENGEN;J;319;45;ZAG;1350;144
20160706;4U;2754;D;4U;2977;20160706;A;SCHENGEN;J;319;45;VIE;1450;144
20160706;4U;3001;A;4U;2012;20160706;D;MAIL;M;319;19;TXL;130;0
20160706;4U;2012;D;4U;3001;20160706;A;SCHENGEN;J;319;19;SXF;640;144
20160706;4U;5713;A;4U;2162;20160706;D;NSCHENGEN;J;319;41;PRN;1440;144
20160706;4U;2162;D;4U;5713;20160706;A;SCHENGEN;J;319;41;BRU;1530;144
20160706;4U;7042;A;4U;7043;20160706;D;SCHENGEN;J;319;12;HAM;1650;150
20160706;4U;7043;D;4U;7042;20160706;A;SCHENGEN;J;319;12;HAM;1725;150
20160706;4U;7044;A;4U;7045;20160706;D;SCHENGEN;J;320;12;HAM;1255;174
20160706;4U;7045;D;4U;7044;20160706;A;SCHENGEN;J;320;12;HAM;1330;174
20160706;4U;7048;A;4U;7049;20160706;D;SCHENGEN;J;319;12;HAM;2025;150
20160706;4U;7049;D;4U;7048;20160706;A;SCHENGEN;J;319;12;HAM;2100;150
20160706;4U;8000;A;4U;8001;20160706;D;SCHENGEN;J;319;10;TXL;755;144
20160706;4U;8001;D;4U;8000;20160706;A;SCHENGEN;J;319;10;TXL;830;144
20160706;4U;8002;A;4U;8003;20160706;D;SCHENGEN;J;319;11;TXL;1140;144
20160706;4U;8003;D;4U;8002;20160706;A;SCHENGEN;J;319;11;TXL;1215;144
20160706;4U;8004;A;4U;8005;20160706;D;SCHENGEN;J;319;10;TXL;1625;144
20160706;4U;8005;D;4U;8004;20160706;A;SCHENGEN;J;319;10;TXL;1700;144
20160706;4U;8006;A;4U;8007;20160706;D;SCHENGEN;J;319;10;TXL;2010;144
20160706;4U;8007;D;4U;8006;20160706;A;SCHENGEN;J;319;10;TXL;2045;144
20160707;4U;2001;A;4U;2976;20160707;D;SCHENGEN;J;319;55;TXL;1845;144
20160707;4U;2976;D;4U;2001;20160707;A;NSCHENGEN;J;319;55;ZAG;1925;144
20160707;4U;2005;A;4U;2042;20160707;D;SCHENGEN;J;319;41;TXL;1745;144
20160707;4U;2042;D;4U;2005;20160707;A;SCHENGEN;J;319;41;HAM;1840;144
20160707;4U;2007;A;4U;2758;20160708;D;SCHENGEN;J;320;45;TXL;2150;174
20160708;4U;2758;D;4U;2007;20160707;A;SCHENGEN;J;320;45;VIE;645;174
20160707;4U;2013;A;4U;2864;20160707;D;SCHENGEN;J;319;45;SXF;945;144
20160707;4U;2864;D;4U;2013;20160707;A;SCHENGEN;J;319;45;CAG;1030;144
20160707;4U;2019;A;4U;2160;20160708;D;SCHENGEN;J;319;56;SXF;2210;144
20160708;4U;2160;D;4U;2019;20160707;A;SCHENGEN;J;319;56;BRU;635;144
20160707;4U;2025;A;4U;2420;20160707;D;SCHENGEN;J;319;42;DRS;910;144
20160707;4U;2420;D;4U;2025;20160707;A;SCHENGEN;J;319;42;NCE;950;144
20160707;4U;2027;A;4U;2784;20160707;D;SCHENGEN;J;320;45;DRS;1845;174
20160707;4U;2784;D;4U;2027;20160707;A;SCHENGEN;J;320;45;BUD;1920;174
20160707;4U;2031;A;4U;2682;20160707;D;SCHENGEN;J;319;41;BRE;900;144
20160707;4U;2682;D;4U;2031;20160707;A;SCHENGEN;J;319;41;SKG;940;144
20160707;4U;2033;A;4U;2164;20160707;D;SCHENGEN;J;319;43;BRE;1815;144
20160707;4U;2164;D;4U;2033;20160707;A;SCHENGEN;J;319;43;BRU;1850;144
20160707;4U;2035;A;4U;2938;20160707;D;SCHENGEN;J;319;12;BRE;2125;144
20160707;4U;2938;D;4U;2035;20160707;A;NSCHENGEN;J;319;12;ADB;2235;144
20160707;4U;2041;A;4U;2756;20160707;D;SCHENGEN;J;319;46;HAM;1830;144
20160707;4U;2756;D;4U;2041;20160707;A;SCHENGEN;J;319;46;VIE;1900;144
20160707;4U;2043;A;4U;2044;20160708;D;SCHENGEN;J;319;55;HAM;2150;144
20160708;4U;2044;D;4U;2043;20160707;A;SCHENGEN;J;319;55;HAM;625;144
20160707;4U;2045;A;4U;2818;20160707;D;SCHENGEN;J;320;44;HAM;940;174
20160707;4U;2818;D;4U;2045;20160707;A;SCHENGEN;J;320;44;CTA;1020;174
20160707;4U;2053;A;4U;2912;20160707;D;SCHENGEN;J;319;40;HAJ;920;144
20160707;4U;2912;D;4U;2053;20160707;A;NSCHENGEN;J;319;40;TIA;955;144
20160707;4U;2055;A;4U;2052;20160708;D;SCHENGEN;J;319;41;HAJ;2200;144
20160708;4U;2052;D;4U;2055;20160707;A;SCHENGEN;J;319;41;HAJ;650;144
20160707;4U;2073;A;4U;2822;20160707;D;SCHENGEN;J;319;54;LEJ;1805;144
20160707;4U;2822;D;4U;2073;20160707;A;SCHENGEN;J;319;54;MXP;1845;144
20160707;4U;2075;A;4U;2860;20160707;D;SCHENGEN;J;319;56;LEJ;925;144
20160707;4U;2860;D;4U;2075;20160707;A;SCHENGEN;J;319;56;NAP;1000;144
20160707;4U;2161;A;4U;2884;20160707;D;SCHENGEN;J;319;53;BRU;920;144
20160707;4U;2884;D;4U;2161;20160707;A;SCHENGEN;J;319;53;FCO;1205;144
20160707;4U;2163;A;4U;2034;20160707;D;SCHENGEN;J;319;53;BRU;1815;144
20160707;4U;2034;D;4U;2163;20160707;A;SCHENGEN;J;319;53;BRE;1845;144
20160707;4U;2165;A;4U;2024;20160708;D;SCHENGEN;J;319;54;BRU;2135;144
20160708;4U;2024;D;4U;2165;20160707;A;SCHENGEN;J;319;54;DRS;640;144
20160707;4U;2181;A;4U;2054;20160707;D;SCHENGEN;J;319;44;AMS;1855;144
20160707;4U;2054;D;4U;2181;20160707;A;SCHENGEN;J;319;44;HAJ;1930;144
20160707;4U;2379;A;4U;2820;20160708;D;NSCHENGEN;J;319;32;STN;2245;144
20160708;4U;2820;D;4U;2379;20160707;A;SCHENGEN;J;319;32;MXP;640;144
20160707;4U;2421;A;4U;2162;20160707;D;SCHENGEN;J;319;10;NCE;1320;144
20160707;4U;2162;D;4U;2421;20160707;A;SCHENGEN;J;319;10;BRU;1530;144
20160707;4U;2461;A;4U;2464;20160707;D;NSCHENGEN;J;319;43;LHR;1640;144
20160707;4U;2464;D;4U;2461;20160707;A;NSCHENGEN;J;319;43;LHR;1720;144
20160707;4U;2463;A;4U;2460;20160707;D;NSCHENGEN;J;319;43;LHR;1145;144
20160707;4U;2460;D;4U;2463;20160707;A;NSCHENGEN;J;319;43;LHR;1240;144
20160707;4U;2465;A;4U;2074;20160708;D;NSCHENGEN;J;319;46;LHR;2135;144
20160708;4U;2074;D;4U;2465;20160707;A;SCHENGEN;J;319;46;LEJ;655;144
20160707;4U;2521;A;4U;2976;20160708;D;SCHENGEN;J;320;42;BCN;2155;180
20160708;4U;2976;D;4U;2521;20160707;A;NSCHENGEN;J;320;42;ZAG;635;180
20160707;4U;2529;A;4U;2592;20160707;D;SCHENGEN;J;320;44;BCN;1105;180
20160707;4U;2592;D;4U;2529;20160707;A;SCHENGEN;J;320;44;PMI;1145;180
20160707;4U;2537;A;4U;2588;20160707;D;SCHENGEN;J;319;40;AGP;1205;144
20160707;4U;2588;D;4U;2537;20160707;A;SCHENGEN;J;319;40;PMI;1350;144
20160707;4U;2589;A;4U;2018;20160707;D;SCHENGEN;J;319;10;PMI;1830;144
20160707;4U;2018;D;4U;2589;20160707;A;SCHENGEN;J;319;10;SXF;1905;144
20160707;4U;2593;A;4U;2520;20160707;D;SCHENGEN;J;320;44;PMI;1630;180
20160707;4U;2520;D;4U;2593;20160707;A;SCHENGEN;J;320;44;BCN;1725;180
20160707;4U;2597;A;4U;2032;20160707;D;SCHENGEN;J;319;44;PMI;1455;144
20160707;4U;2032;D;4U;2597;20160707;A;SCHENGEN;J;319;44;BRE;1530;144
20160707;4U;2683;A;4U;2000;20160707;D;SCHENGEN;J;319;10;SKG;1455;144
20160707;4U;2000;D;4U;2683;20160707;A;SCHENGEN;J;319;10;TXL;1540;144
20160707;4U;2735;A;4U;2040;20160707;D;SCHENGEN;J;319;12;KRK;1440;144
20160707;4U;2040;D;4U;2735;20160707;A;SCHENGEN;J;319;12;HAM;1525;144
20160707;4U;2755;A;4U;2006;20160707;D;SCHENGEN;J;320;12;VIE;1755;174
20160707;4U;2006;D;4U;2755;20160707;A;SCHENGEN;J;320;12;TXL;1845;174
20160707;4U;2757;A;4U;2030;20160708;D;SCHENGEN;J;319;43;VIE;2200;144
20160708;4U;2030;D;4U;2757;20160707;A;SCHENGEN;J;319;43;BRE;620;144
20160707;4U;2759;A;4U;2964;20160707;D;SCHENGEN;J;320;46;VIE;955;174
20160707;4U;2964;D;4U;2759;20160707;A;NSCHENGEN;J;320;46;SPU;1035;174
20160707;4U;2781;A;4U;2734;20160707;D;SCHENGEN;J;319;45;BUD;1010;144
20160707;4U;2734;D;4U;2781;20160707;A;SCHENGEN;J;319;45;KRK;1055;144
20160707;4U;2785;A;4U;2528;20160708;D;SCHENGEN;J;320;44;BUD;2245;174
20160708;4U;2528;D;4U;2785;20160707;A;SCHENGEN;J;320;44;BCN;635;174
20160707;4U;2819;A;4U;2026;20160707;D;SCHENGEN;J;320;54;CTA;1520;174
20160707;4U;2026;D;4U;2819;20160707;A;SCHENGEN;J;320;54;DRS;1610;174
20160707;4U;2821;A;4U;2596;20160707;D;SCHENGEN;J;319;55;MXP;915;144
20160707;4U;2596;D;4U;2821;20160707;A;SCHENGEN;J;319;55;PMI;1010;144
20160707;4U;2823;A;4U;2796;20160707;D;SCHENGEN;J;319;53;MXP;2120;144
20160707;4U;2796;D;4U;2823;20160707;A;SCHENGEN;J;319;53;KEF;2210;144
20160707;4U;2861;A;4U;2072;20160707;D;SCHENGEN;J;319;40;NAP;1420;144
20160707;4U;2072;D;4U;2861;20160707;A;SCHENGEN;J;319;40;LEJ;1530;144
20160707;4U;2865;A;4U;2180;20160707;D;SCHENGEN;J;319;43;CAG;1500;144
20160707;4U;2180;D;4U;2865;20160707;A;SCHENGEN;J;319;43;AMS;1535;144
20160707;4U;2885;A;4U;2378;20160707;D;SCHENGEN;J;319;42;FCO;1555;144
20160707;4U;2378;D;4U;2885;20160707;A;NSCHENGEN;J;319;42;STN;1915;144
20160707;4U;2913;A;4U;2004;20160707;D;NSCHENGEN;J;319;56;TIA;1410;144
20160707;4U;2004;D;4U;2913;20160707;A;SCHENGEN;J;319;56;TXL;1440;144
20160707;4U;2965;A;4U;2754;20160707;D;NSCHENGEN;J;320;42;SPU;1405;174
20160707;4U;2754;D;4U;2965;20160707;A;SCHENGEN;J;320;42;VIE;1450;174
20160707;4U;2977;A;4U;3002;20160708;D;NSCHENGEN;J;319;53;ZAG;2230;144
20160708;4U;3002;D;4U;2977;20160707;A;MAIL;M;319;53;TXL;15;0
20160707;4U;3001;A;4U;2024;20160707;D;MAIL;M;319;56;TXL;130;0
20160707;4U;2024;D;4U;3001;20160707;A;SCHENGEN;J;319;56;DRS;640;144
20160707;4U;7042;A;4U;7043;20160707;D;SCHENGEN;J;319;12;HAM;1650;150
20160707;4U;7043;D;4U;7042;20160707;A;SCHENGEN;J;319;12;HAM;1725;150
20160707;4U;7048;A;4U;7049;20160707;D;SCHENGEN;J;319;11;HAM;2025;150
20160707;4U;7049;D;4U;7048;20160707;A;SCHENGEN;J;319;11;HAM;2100;150
20160707;4U;8000;A;4U;8001;20160707;D;SCHENGEN;J;319;10;TXL;755;144
20160707;4U;8001;D;4U;8000;20160707;A;SCHENGEN;J;319;10;TXL;830;144
20160707;4U;8004;A;4U;8005;20160707;D;SCHENGEN;J;319;10;TXL;1625;144
20160707;4U;8005;D;4U;8004;20160707;A;SCHENGEN;J;319;10;TXL;1700;144
20160707;4U;8006;A;4U;8007;20160707;D;SCHENGEN;J;319;10;TXL;2010;144
20160707;4U;8007;D;4U;8006;20160707;A;SCHENGEN;J;319;10;TXL;2045;144
20160708;4U;2001;A;4U;2378;20160708;D;SCHENGEN;J;319;45;TXL;1845;144
20160708;4U;2378;D;4U;2001;20160708;A;NSCHENGEN;J;319;45;STN;1915;144
20160708;4U;2005;A;4U;2062;20160708;D;SCHENGEN;J;319;40;TXL;1745;144
20160708;4U;2062;D;4U;2005;20160708;A;SCHENGEN;J;319;40;RLG;1825;144
20160708;4U;2007;A;4U;2592;20160709;D;SCHENGEN;J;320;18;TXL;2150;174
20160709;4U;2592;D;4U;2007;20160708;A;SCHENGEN;J;320;18;PMI;625;174
20160708;4U;2019;A;4U;2052;20160709;D;SCHENGEN;J;319;41;SXF;2210;144
20160709;4U;2052;D;4U;2019;20160708;A;SCHENGEN;J;319;41;HAJ;620;144
20160708;4U;2025;A;4U;2530;20160708;D;SCHENGEN;J;319;41;DRS;910;144
20160708;4U;2530;D;4U;2025;20160708;A;SCHENGEN;J;319;41;VLC;940;144
20160708;4U;2027;A;4U;2784;20160708;D;SCHENGEN;J;320;46;DRS;1845;174
20160708;4U;2784;D;4U;2027;20160708;A;SCHENGEN;J;320;46;BUD;1920;174
20160708;4U;2031;A;4U;2682;20160708;D;SCHENGEN;J;319;40;BRE;900;144
20160708;4U;2682;D;4U;2031;20160708;A;SCHENGEN;J;319;40;SKG;940;144
20160708;4U;2033;A;4U;2822;20160708;D;SCHENGEN;J;319;43;BRE;1815;144
20160708;4U;2822;D;4U;2033;20160708;A;SCHENGEN;J;319;43;MXP;1845;144
20160708;4U;2035;A;4U;3002;20160709;D;SCHENGEN;J;319;19;BRE;2125;144
20160709;4U;3002;D;4U;2035;20160708;A;MAIL;M;319;19;TXL;15;0
20160708;4U;2041;A;4U;2756;20160708;D;SCHENGEN;J;319;44;HAM;1830;144
20160708;4U;2756;D;4U;2041;20160708;A;SCHENGEN;J;319;44;VIE;1900;144
20160708;4U;2043;A;4U;2864;20160709;D;SCHENGEN;J;319;;HAM;2150;144
20160709;4U;2864;D;4U;2043;20160708;A;SCHENGEN;J;319;;CAG;600;144
20160708;4U;2045;A;4U;2000;20160708;D;SCHENGEN;J;319;60;HAM;1505;144
20160708;4U;2000;D;4U;2045;20160708;A;SCHENGEN;J;319;60;TXL;1540;144
20160708;4U;2053;A;4U;5712;20160708;D;SCHENGEN;J;319;43;HAJ;920;144
20160708;4U;5712;D;4U;2053;20160708;A;NSCHENGEN;J;319;43;PRN;955;144
20160708;4U;2055;A;4U;2850;20160709;D;SCHENGEN;J;319;;HAJ;2200;144
20160709;4U;2850;D;4U;2055;20160708;A;SCHENGEN;J;319;;BDS;600;144
20160708;4U;2063;A;4U;2758;20160709;D;SCHENGEN;J;319;45;RLG;2130;144
20160709;4U;2758;D;4U;2063;20160708;A;SCHENGEN;J;319;45;VIE;645;144
20160708;4U;2073;A;4U;2164;20160708;D;SCHENGEN;J;319;42;LEJ;1805;144
20160708;4U;2164;D;4U;2073;20160708;A;SCHENGEN;J;319;42;BRU;1850;144
20160708;4U;2075;A;4U;2516;20160708;D;SCHENGEN;J;319;54;LEJ;925;144
20160708;4U;2516;D;4U;2075;20160708;A;SCHENGEN;J;319;54;BIO;1020;144
20160708;4U;2161;A;4U;2874;20160708;D;SCHENGEN;J;319;45;BRU;920;144
20160708;4U;2874;D;4U;2161;20160708;A;SCHENGEN;J;319;45;BRI;950;144
20160708;4U;2163;A;4U;2034;20160708;D;SCHENGEN;J;319;42;BRU;1815;144
20160708;4U;2034;D;4U;2163;20160708;A;SCHENGEN;J;319;42;BRE;1845;144
20160708;4U;2165;A;4U;2014;20160709;D;SCHENGEN;J;319;10;BRU;2135;144
20160709;4U;2014;D;4U;2165;20160708;A;SCHENGEN;J;319;10;TXL;640;144
20160708;4U;2181;A;4U;2054;20160708;D;SCHENGEN;J;319;41;AMS;1855;144
20160708;4U;2054;D;4U;2181;20160708;A;SCHENGEN;J;319;41;HAJ;1930;144
20160708;4U;2379;A;4U;2818;20160709;D;NSCHENGEN;J;319;44;STN;2245;144
20160709;4U;2818;D;4U;2379;20160708;A;SCHENGEN;J;319;44;CTA;600;144
20160708;4U;2461;A;4U;2464;20160708;D;NSCHENGEN;J;319;43;LHR;1640;144
20160708;4U;2464;D;4U;2461;20160708;A;NSCHENGEN;J;319;43;LHR;1720;144
20160708;4U;2463;A;4U;2460;20160708;D;NSCHENGEN;J;319;44;LHR;1145;144
20160708;4U;2460;D;4U;2463;20160708;A;NSCHENGEN;J;319;44;LHR;1240;144
20160708;4U;2465;A;4U;2012;20160709;D;NSCHENGEN;J;319;43;LHR;2135;144
20160709;4U;2012;D;4U;2465;20160708;A;SCHENGEN;J;319;43;SXF;640;144
20160708;4U;2517;A;4U;2072;20160708;D;SCHENGEN;J;319;56;BIO;1455;144
20160708;4U;2072;D;4U;2517;20160708;A;SCHENGEN;J;319;56;LEJ;1530;144
20160708;4U;2521;A;4U;2618;20160709;D;SCHENGEN;J;320;42;BCN;2155;180
20160709;4U;2618;D;4U;2521;20160708;A;SCHENGEN;J;320;42;CFU;600;180
20160708;4U;2529;A;4U;2884;20160708;D;SCHENGEN;J;320;43;BCN;1105;174
20160708;4U;2884;D;4U;2529;20160708;A;SCHENGEN;J;320;43;FCO;1140;174
20160708;4U;2531;A;4U;2180;20160708;D;SCHENGEN;J;319;55;VLC;1500;144
20160708;4U;2180;D;4U;2531;20160708;A;SCHENGEN;J;319;55;AMS;1535;144
20160708;4U;2589;A;4U;2018;20160708;D;SCHENGEN;J;319;44;PMI;1830;144
20160708;4U;2018;D;4U;2589;20160708;A;SCHENGEN;J;319;44;SXF;1905;144
20160708;4U;2593;A;4U;2588;20160708;D;SCHENGEN;J;319;40;PMI;1035;144
20160708;4U;2588;D;4U;2593;20160708;A;SCHENGEN;J;319;40;PMI;1350;144
20160708;4U;2595;A;4U;2162;20160708;D;SCHENGEN;J;319;11;IBZ;1445;144
20160708;4U;2162;D;4U;2595;20160708;A;SCHENGEN;J;319;11;BRU;1530;144
20160708;4U;2597;A;4U;2042;20160708;D;SCHENGEN;J;319;54;PMI;1805;144
20160708;4U;2042;D;4U;2597;20160708;A;SCHENGEN;J;319;54;HAM;1840;144
20160708;4U;2605;A;4U;2520;20160708;D;SCHENGEN;J;320;44;LIS;1655;180
20160708;4U;2520;D;4U;2605;20160708;A;SCHENGEN;J;320;44;BCN;1725;180
20160708;4U;2683;A;4U;2032;20160708;D;SCHENGEN;J;319;53;SKG;1455;144
20160708;4U;2032;D;4U;2683;20160708;A;SCHENGEN;J;319;53;BRE;1530;144
20160708;4U;2755;A;4U;2006;20160708;D;SCHENGEN;J;320;33;VIE;1755;174
20160708;4U;2006;D;4U;2755;20160708;A;SCHENGEN;J;320;33;TXL;1845;174
20160708;4U;2757;A;4U;2302;20160708;D;SCHENGEN;J;319;34;VIE;2200;144
20160708;4U;2302;D;4U;2757;20160708;A;NSCHENGEN;J;319;34;SAW;2235;144
20160708;4U;2759;A;4U;2780;20160708;D;SCHENGEN;J;320;44;VIE;955;174
20160708;4U;2780;D;4U;2759;20160708;A;SCHENGEN;J;320;44;BUD;1050;174
20160708;4U;2781;A;4U;2754;20160708;D;SCHENGEN;J;320;42;BUD;1410;174
20160708;4U;2754;D;4U;2781;20160708;A;SCHENGEN;J;320;42;VIE;1450;174
20160708;4U;2785;A;4U;2964;20160709;D;SCHENGEN;J;320;43;BUD;2245;174
20160709;4U;2964;D;4U;2785;20160708;A;NSCHENGEN;J;320;43;SPU;550;174
20160708;4U;2797;A;4U;2462;20160708;D;SCHENGEN;J;319;;KEF;620;144
20160708;4U;2462;D;4U;2797;20160708;A;NSCHENGEN;J;319;;LHR;740;144
20160708;4U;2821;A;4U;2594;20160708;D;SCHENGEN;J;319;53;MXP;915;144
20160708;4U;2594;D;4U;2821;20160708;A;SCHENGEN;J;319;53;IBZ;945;144
20160708;4U;2823;A;4U;2462;20160709;D;SCHENGEN;J;319;17;MXP;2120;144
20160709;4U;2462;D;4U;2823;20160708;A;NSCHENGEN;J;319;17;LHR;740;144
20160708;4U;2875;A;4U;2004;20160708;D;SCHENGEN;J;319;10;BRI;1400;144
20160708;4U;2004;D;4U;2875;20160708;A;SCHENGEN;J;319;10;TXL;1440;144
20160708;4U;2885;A;4U;2026;20160708;D;SCHENGEN;J;320;45;FCO;1530;174
20160708;4U;2026;D;4U;2885;20160708;A;SCHENGEN;J;320;45;DRS;1610;174
20160708;4U;2939;A;4U;2596;20160708;D;NSCHENGEN;J;319;53;ADB;605;144
20160708;4U;2596;D;4U;2939;20160708;A;SCHENGEN;J;319;53;PMI;705;144
20160708;4U;2977;A;4U;2604;20160708;D;NSCHENGEN;J;320;42;ZAG;940;180
20160708;4U;2604;D;4U;2977;20160708;A;SCHENGEN;J;320;42;LIS;1015;180
20160708;4U;3001;A;4U;2592;20160708;D;MAIL;M;319;19;TXL;130;0
20160708;4U;2592;D;4U;3001;20160708;A;SCHENGEN;J;319;19;PMI;550;144
20160708;4U;5713;A;4U;2040;20160708;D;NSCHENGEN;J;319;41;PRN;1435;144
20160708;4U;2040;D;4U;5713;20160708;A;SCHENGEN;J;319;41;HAM;1525;144
20160708;4U;7042;A;4U;7043;20160708;D;SCHENGEN;J;319;12;HAM;1650;150
20160708;4U;7043;D;4U;7042;20160708;A;SCHENGEN;J;319;12;HAM;1725;150
20160708;4U;7048;A;4U;7049;20160708;D;SCHENGEN;J;319;12;HAM;2025;150
20160708;4U;7049;D;4U;7048;20160708;A;SCHENGEN;J;319;12;HAM;2100;150
20160708;4U;8000;A;4U;8001;20160708;D;SCHENGEN;J;319;10;TXL;755;144
20160708;4U;8001;D;4U;8000;20160708;A;SCHENGEN;J;319;10;TXL;830;144
20160708;4U;8002;A;4U;8003;20160708;D;SCHENGEN;J;319;10;TXL;1140;144
20160708;4U;8003;D;4U;8002;20160708;A;SCHENGEN;J;319;10;TXL;1215;144
20160708;4U;8004;A;4U;8005;20160708;D;SCHENGEN;J;319;10;TXL;1625;144
20160708;4U;8005;D;4U;8004;20160708;A;SCHENGEN;J;319;10;TXL;1700;144
20160708;4U;8006;A;4U;8007;20160708;D;SCHENGEN;J;319;10;TXL;2010;144
20160708;4U;8007;D;4U;8006;20160708;A;SCHENGEN;J;319;10;TXL;2045;144
20160709;4U;2007;A;4U;2516;20160710;D;SCHENGEN;J;319;45;TXL;2110;144
20160710;4U;2516;D;4U;2007;20160709;A;SCHENGEN;J;319;45;BIO;940;144
20160709;4U;2013;A;4U;2682;20160709;D;SCHENGEN;J;319;45;SXF;945;144
20160709;4U;2682;D;4U;2013;20160709;A;SCHENGEN;J;319;45;SKG;1020;144
20160709;4U;2015;A;4U;2820;20160709;D;SCHENGEN;J;319;40;TXL;945;144
20160709;4U;2820;D;4U;2015;20160709;A;SCHENGEN;J;319;40;MXP;1020;144
20160709;4U;2045;A;4U;2420;20160709;D;SCHENGEN;J;319;42;HAM;940;144
20160709;4U;2420;D;4U;2045;20160709;A;SCHENGEN;J;319;42;NCE;1035;144
20160709;4U;2303;A;4U;2044;20160709;D;NSCHENGEN;J;319;56;SAW;605;144
20160709;4U;2044;D;4U;2303;20160709;A;SCHENGEN;J;319;56;HAM;635;144
20160709;4U;2421;A;4U;5726;20160709;D;SCHENGEN;J;319;43;NCE;1405;144
20160709;4U;5726;D;4U;2421;20160709;A;NSCHENGEN;J;319;43;PRN;1440;144
20160709;4U;2435;A;4U;2596;20160709;D;SCHENGEN;J;319;45;BIA;1505;144
20160709;4U;2596;D;4U;2435;20160709;A;SCHENGEN;J;319;45;PMI;1555;144
20160709;4U;2463;A;4U;2852;20160709;D;NSCHENGEN;J;319;43;LHR;1145;144
20160709;4U;2852;D;4U;2463;20160709;A;SCHENGEN;J;319;43;SUF;1220;144
20160709;4U;2497;A;4U;2924;20160710;D;NSCHENGEN;J;319;40;SJJ;2220;144
20160710;4U;2924;D;4U;2497;20160709;A;NSCHENGEN;J;319;40;AYT;630;144
20160709;4U;2529;A;4U;2648;20160709;D;SCHENGEN;J;320;41;BCN;1440;174
20160709;4U;2648;D;4U;2529;20160709;A;SCHENGEN;J;320;41;FAO;1605;174
20160709;4U;2537;A;4U;5318;20160710;D;SCHENGEN;J;319;42;AGP;2155;144
20160710;4U;5318;D;4U;2537;20160709;A;NSCHENGEN;C;319;42;BOJ;615;144
20160709;4U;2593;A;4U;2684;20160709;D;SCHENGEN;J;320;41;PMI;1110;174
20160709;4U;2684;D;4U;2593;20160709;A;SCHENGEN;J;320;41;ATH;1150;174
20160709;4U;2597;A;4U;2938;20160709;D;SCHENGEN;J;319;43;PMI;2100;144
20160709;4U;2938;D;4U;2597;20160709;A;NSCHENGEN;J;319;43;ADB;2240;144
20160709;4U;2619;A;4U;2884;20160709;D;SCHENGEN;J;320;40;CFU;1100;180
20160709;4U;2884;D;4U;2619;20160709;A;SCHENGEN;J;320;40;FCO;1140;180
20160709;4U;2649;A;4U;2682;20160710;D;SCHENGEN;J;320;44;FAO;2235;174
20160710;4U;2682;D;4U;2649;20160709;A;SCHENGEN;J;320;44;SKG;550;174
20160709;4U;2673;A;4U;2964;20160710;D;SCHENGEN;J;320;43;HER;2305;180
20160710;4U;2964;D;4U;2673;20160709;A;NSCHENGEN;J;320;43;SPU;550;180
20160709;4U;2683;A;4U;2688;20160709;D;SCHENGEN;J;319;42;SKG;1535;144
20160709;4U;2688;D;4U;2683;20160709;A;SCHENGEN;J;319;42;KVA;1620;144
20160709;4U;2685;A;4U;2860;20160709;D;SCHENGEN;J;320;43;ATH;1750;174
20160709;4U;2860;D;4U;2685;20160709;A;SCHENGEN;J;320;43;NAP;1825;174
20160709;4U;2689;A;4U;2904;20160709;D;SCHENGEN;J;319;18;KVA;2155;144
20160709;4U;2904;D;4U;2689;20160709;A;NSCHENGEN;J;319;18;ESB;2230;144
20160709;4U;2735;A;4U;2006;20160709;D;SCHENGEN;J;319;10;KRK;1720;144
20160709;4U;2006;D;4U;2735;20160709;A;SCHENGEN;J;319;10;TXL;1805;144
20160709;4U;2759;A;4U;5712;20160709;D;SCHENGEN;J;319;41;VIE;955;144
20160709;4U;5712;D;4U;2759;20160709;A;NSCHENGEN;J;319;41;PRN;1030;144
20160709;4U;2785;A;4U;5314;20160709;D;SCHENGEN;J;319;40;BUD;1420;144
20160709;4U;5314;D;4U;2785;20160709;A;SCHENGEN;C;319;40;CHQ;1505;144
20160709;4U;2819;A;4U;2496;20160709;D;SCHENGEN;J;319;44;CTA;1750;144
20160709;4U;2496;D;4U;2819;20160709;A;NSCHENGEN;J;319;44;SJJ;1830;144
20160709;4U;2821;A;4U;2734;20160709;D;SCHENGEN;J;319;43;MXP;1255;144
20160709;4U;2734;D;4U;2821;20160709;A;SCHENGEN;J;319;43;KRK;1335;144
20160709;4U;2825;A;4U;2536;20160709;D;SCHENGEN;J;319;44;OLB;1505;144
20160709;4U;2536;D;4U;2825;20160709;A;SCHENGEN;J;319;44;AGP;1535;144
20160709;4U;2851;A;4U;2824;20160709;D;SCHENGEN;J;319;43;BDS;1030;144
